quest_id,quest_number,quest_title,act,recommended_level,quest_type,original_primary_location,required_world_map_location,map_category,location_min_level,difficulty_band,required_primary_sublocation,secondary_sublocations,subquest_area_path,map_coverage_purpose,enemy_gate,gating_status
Q233,233,Nima and the Impossible Door,10 — Dawnforge Endgame,39,Dungeon,Engine Heart Threshold,The Planet Defense Perimeter,Orbital & Cosmic Fronts,29,Late,Upper Atmosphere Gate,Perimeter Command Halo | Orbital Bombardment Lane | Energy Shield Lattice,Upper Atmosphere Gate > Perimeter Command Halo > Orbital Bombardment Lane > Energy Shield Lattice > Engine Heart Threshold > The Planet Defense Perimeter exit / hub-state update,Automated orbital turret and shield ring protecting the upper atmosphere,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q234,234,Dawnforge Custodians,10 — Dawnforge Endgame,39,Boss,The Recursive Battlefield,The Urban Sprawl,Central Hub,1,Early,Spire-Foot Transit Plaza,Lower Civic Ring | Collapsed Skywalk Lanes | Alliance Muster Square,Spire-Foot Transit Plaza > Lower Civic Ring > Collapsed Skywalk Lanes > Alliance Muster Square > The Recursive Battlefield > The Urban Sprawl exit / hub-state update,Primary onboarding hub and late-game civic return point,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q235,235,The Hall of Possible Veyrs,10 — Dawnforge Endgame,39,Moral,The Founder’s Cradle,The Central Pillar / Star-Elevator Core,World Structure Anchor,1,Early-to-Endgame,Gravity Cable Junction,World-Pillar Maintenance Ring | Dawnforge Descent Gate | Aether Counterweight Hall,Gravity Cable Junction > World-Pillar Maintenance Ring > Dawnforge Descent Gate > Aether Counterweight Hall > The Founder’s Cradle > The Central Pillar / Star-Elevator Core exit / hub-state update,"Planetary vertical axis tying surface, underworld, and exosphere routes together","Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q236,236,The Engine Offers Peace,10 — Dawnforge Endgame,39,Assault,Dawnforge Core,The Central Pillar / Star-Elevator Core,World Structure Anchor,1,Early-to-Endgame,World-Pillar Maintenance Ring,Dawnforge Descent Gate | Aether Counterweight Hall | Broken Ventilation Spine,World-Pillar Maintenance Ring > Dawnforge Descent Gate > Aether Counterweight Hall > Broken Ventilation Spine > Dawnforge Core > The Central Pillar / Star-Elevator Core exit / hub-state update,"Planetary vertical axis tying surface, underworld, and exosphere routes together","Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q237,237,Three Futures of the Starwells,10 — Dawnforge Endgame,39,Escort,Hall of Possible Veyrs,The Zenith Spire,Central Hub / Vertical Spine,1,Early-to-Endgame,Oligarch Glass Suite,Glass Lobby Atrium | Executive Lift Shafts | Atmospheric Observation Deck,Oligarch Glass Suite > Glass Lobby Atrium > Executive Lift Shafts > Atmospheric Observation Deck > Hall of Possible Veyrs > The Zenith Spire exit / hub-state update,Dead-center vertical megastructure and route to orbital content,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q238,238,The Founder’s True Crime,10 — Dawnforge Endgame,40,Puzzle,The Last Starwell,The EPI-Center,Syndicate Dominions,22,Mid-to-Late,World-State Compiler Core,Hard-Light Data Bridge | Central Processing Chasm | Drafting Server Wall,World-State Compiler Core > Hard-Light Data Bridge > Central Processing Chasm > Drafting Server Wall > The Last Starwell > The EPI-Center exit / hub-state update,Underground data vault where the physical code of the world is edited,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q239,239,Battle of Recursive Dawn,10 — Dawnforge Endgame,40,Heist,New Meridian Assembly,The Front-Matter Void,Ethereal & Abstract Zones,32,Late,Unrendered Ledge Field,Draw-In Geometry Corridor | Invisible Wall Trial | White Horizon Terminus,Unrendered Ledge Field > Draw-In Geometry Corridor > Invisible Wall Trial > White Horizon Terminus > New Meridian Assembly > The Front-Matter Void exit / hub-state update,Blank rendered edge of reality where geometry draws in only as players move,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q240,240,Recover the Dawnforge Seed,10 — Dawnforge Endgame,40,Network,Engine Heart Threshold,The Infinite Archives,Grand Libraries & Data Vaults,31,Late,Hidden Canopy Entrance,Holographic Archivist Hall | Anti-Gravity Stack Room | History Preservation Vault,Hidden Canopy Entrance > Holographic Archivist Hall > Anti-Gravity Stack Room > History Preservation Vault > Engine Heart Threshold > The Infinite Archives exit / hub-state update,Hidden data vault buried beneath the canopy and protected from corporate erasure,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q241,241,Plant the Seed in Fire,10 — Dawnforge Endgame,40,Investigation,The Recursive Battlefield,The Lich's Court,High-Fantasy Fronts,34,Late,Syndicate Lich Dais,Stained-Glass Throne Floor | Void Abyss Balcony | Undead Command Gallery,Syndicate Lich Dais > Stained-Glass Throne Floor > Void Abyss Balcony > Undead Command Gallery > The Recursive Battlefield > The Lich's Court exit / hub-state update,Void-suspended throne room with cracking stained-glass floors,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q242,242,Defend the Growing Dawn,10 — Dawnforge Endgame,40,Rescue,The Founder’s Cradle,The Orbital Tether Station,Orbital & Cosmic Fronts,28,Late,Shattered Solar Panel Field,Curvature View Deck | Zero-G Debris Lane | Tether Docking Ring,Shattered Solar Panel Field > Curvature View Deck > Zero-G Debris Lane > Tether Docking Ring > The Founder’s Cradle > The Orbital Tether Station exit / hub-state update,Zero-gravity defense platform in the exosphere,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q243,243,The Eclipse Engine Unmade,10 — Dawnforge Endgame,40,Defense,Dawnforge Core,The Planet Defense Perimeter,Orbital & Cosmic Fronts,29,Late,Perimeter Command Halo,Orbital Bombardment Lane | Energy Shield Lattice | Automated Turret Ring,Perimeter Command Halo > Orbital Bombardment Lane > Energy Shield Lattice > Automated Turret Ring > Dawnforge Core > The Planet Defense Perimeter exit / hub-state update,Automated orbital turret and shield ring protecting the upper atmosphere,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q244,244,Choose the Starwell Covenant,10 — Dawnforge Endgame,40,Stealth,Hall of Possible Veyrs,The Urban Sprawl,Central Hub,1,Early,Lower Civic Ring,Collapsed Skywalk Lanes | Alliance Muster Square | Old Wayfinder Stairs,Lower Civic Ring > Collapsed Skywalk Lanes > Alliance Muster Square > Old Wayfinder Stairs > Hall of Possible Veyrs > The Urban Sprawl exit / hub-state update,Primary onboarding hub and late-game civic return point,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q245,245,The Last Starwell Opens,10 — Dawnforge Endgame,40,Crafting,The Last Starwell,The Central Pillar / Star-Elevator Core,World Structure Anchor,1,Early-to-Endgame,Dawnforge Descent Gate,Aether Counterweight Hall | Broken Ventilation Spine | Gravity Cable Junction,Dawnforge Descent Gate > Aether Counterweight Hall > Broken Ventilation Spine > Gravity Cable Junction > The Last Starwell > The Central Pillar / Star-Elevator Core exit / hub-state update,"Planetary vertical axis tying surface, underworld, and exosphere routes together","Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q246,246,Return to Meridian Gate,10 — Dawnforge Endgame,40,Diplomacy,New Meridian Assembly,The Central Pillar / Star-Elevator Core,World Structure Anchor,1,Early-to-Endgame,Aether Counterweight Hall,Broken Ventilation Spine | Gravity Cable Junction | World-Pillar Maintenance Ring,Aether Counterweight Hall > Broken Ventilation Spine > Gravity Cable Junction > World-Pillar Maintenance Ring > New Meridian Assembly > The Central Pillar / Star-Elevator Core exit / hub-state update,"Planetary vertical axis tying surface, underworld, and exosphere routes together","Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q247,247,Councils of the Free Cities,10 — Dawnforge Endgame,40,Dungeon,Engine Heart Threshold,The Zenith Spire,Central Hub / Vertical Spine,1,Early-to-Endgame,Glass Lobby Atrium,Executive Lift Shafts | Atmospheric Observation Deck | Star-Elevator Spine,Glass Lobby Atrium > Executive Lift Shafts > Atmospheric Observation Deck > Star-Elevator Spine > Engine Heart Threshold > The Zenith Spire exit / hub-state update,Dead-center vertical megastructure and route to orbital content,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q248,248,Farewell to the First Dream,10 — Dawnforge Endgame,40,Assault,The Recursive Battlefield,The EPI-Center,Syndicate Dominions,22,Mid-to-Late,Hard-Light Data Bridge,Central Processing Chasm | Drafting Server Wall | Code-Revision Arena,Hard-Light Data Bridge > Central Processing Chasm > Drafting Server Wall > Code-Revision Arena > The Recursive Battlefield > The EPI-Center exit / hub-state update,Underground data vault where the physical code of the world is edited,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q249,249,A Sky Without Chains,10 — Dawnforge Endgame,40,Boss,The Founder’s Cradle,The Front-Matter Void,Ethereal & Abstract Zones,32,Late,Draw-In Geometry Corridor,Invisible Wall Trial | White Horizon Terminus | Blank Page Expanse,Draw-In Geometry Corridor > Invisible Wall Trial > White Horizon Terminus > Blank Page Expanse > The Founder’s Cradle > The Front-Matter Void exit / hub-state update,Blank rendered edge of reality where geometry draws in only as players move,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
Q250,250,Dawnforge: New Game Begins,10 — Dawnforge Endgame,40,Resolution,Dawnforge Core,The Infinite Archives,Grand Libraries & Data Vaults,31,Late,Holographic Archivist Hall,Anti-Gravity Stack Room | History Preservation Vault | Deep Index Sanctum,Holographic Archivist Hall > Anti-Gravity Stack Room > History Preservation Vault > Deep Index Sanctum > Dawnforge Core > The Infinite Archives exit / hub-state update,Hidden data vault buried beneath the canopy and protected from corporate erasure,"Late-game gate: Nexus Swarmers/Warden, Scrap-Stalker, Sylvan Juggernaut, Void Anomaly, plus appropriate milestone bosses.",PASS
