pack_number,zip,pack_name,class,subclass,specialization,ability,monster,boss,support_npc,weather,terrain,sun_variant,glb_modules,texture_png,audio_wav,config_docs,size_bytes
859,0859_flux_caster_elemental_dive_combat_magic_upgrade_0859.zip,Flux-Caster Elemental Dive Combat Magic Upgrade 0859,Flux-Caster,Aether-Blade,Magma Flow,Elemental Dive,The Siphon-Ticks,The Resonance Maestro,Beastmaster Thorne,fog bank,starfield dust,festival magenta sun,8,12,5,11,109030
860,0860_protocol_weaver_grapple_syntax_combat_magic_upgrade_0860.zip,Protocol Weaver Grapple Syntax Combat Magic Upgrade 0860,Protocol Weaver,Front-Matter Architect,Biomechanical Shift,Grapple Syntax,The Venom-Spitter,The Syndicate Lich,Director Vance,tidal surge,glass shard soundwave,cold blue sunrise,8,12,5,11,109561
861,0861_apex_mutator_assimilation_roar_combat_magic_upgrade_0861.zip,Apex Mutator Assimilation Roar Combat Magic Upgrade 0861,Apex Mutator,Data-Code Deviant,Apex Predator,Assimilation Roar,Nexus Warden,The Apex Chimera,The Grand Archivist,clear dawn,root snare,golden sanctuary sun,8,12,5,11,125944
862,0862_resonant_the_bass_drop_combat_magic_upgrade_0862.zip,Resonant The Bass Drop Combat Magic Upgrade 0862,Resonant,Wakaan Mystic,Ethereal Resonance,The Bass Drop,The Void Anomaly,The Astral Sovereign,Tidespeaker Nami,amber dusk,starfield dust,ash-orange glare,8,12,5,11,108841
863,0863_packmaster_alpha_s_command_combat_magic_upgrade_0863.zip,Packmaster Alpha's Command Combat Magic Upgrade 0863,Packmaster,Hound-Rider,Mounted Artillery,Alpha's Command,The Scrap-Phalanx,The Null Anomaly,Beastmaster Thorne,acid rain,glass shard soundwave,eclipse violet rim,8,12,5,11,83239
864,0864_orbital_striker_the_grav_lift_combat_magic_upgrade_0864.zip,Orbital Striker The Grav-Lift Combat Magic Upgrade 0864,Orbital Striker,Zero-G Brawler,Atmospheric Juggle,The Grav-Lift,The Iron-Jaw Hound,The Ivory Behemoth,Director Vance,snow squall,root snare,storm green cast,8,12,5,11,87012
865,0865_scrap_tek_magnetic_tether_combat_magic_upgrade_0865.zip,Scrap-Tek Magnetic Tether Combat Magic Upgrade 0865,Scrap-Tek,Scavenger,Magnetic Harvester,Magnetic Tether,The Nexus Swarmers,The Ascendant Colossus,The Grand Archivist,zero-g starstorm,starfield dust,molten red noon,8,12,5,11,96244
866,0866_kinetic_juggernaut_juggernaut_charge_combat_magic_upgrade_0866.zip,Kinetic Juggernaut Juggernaut Charge Combat Magic Upgrade 0866,Kinetic Juggernaut,Momentum Engine,Kinetic Absorption,Juggernaut Charge,The Sylvan Juggernaut,The Resonant Behemoth,Tidespeaker Nami,fog bank,glass shard soundwave,deep-water cyan bloom,8,12,5,11,125330
867,0867_phantom_shift_reality_shatter_combat_magic_upgrade_0867.zip,Phantom-Shift Reality Shatter Combat Magic Upgrade 0867,Phantom-Shift,Chrono-Blade,Shadow-Anchor,Reality Shatter,The Gnarl-Maws,The Data-Forged Evolvarch,Beastmaster Thorne,tidal surge,root snare,archive white-gold,8,12,5,11,86530
868,0868_sylvan_warden_briar_web_combat_magic_upgrade_0868.zip,Sylvan Warden Briar Web Combat Magic Upgrade 0868,Sylvan Warden,Verdant Weaver,Spore-Cloud,Briar Web,The Aegis Carapace,The Resonance Maestro,Director Vance,clear dawn,starfield dust,void blacklight sun,8,12,5,11,127405
869,0869_flux_caster_stance_dance_combat_magic_upgrade_0869.zip,Flux-Caster Stance Dance Combat Magic Upgrade 0869,Flux-Caster,Storm-Caller,Superconduct,Stance Dance,The Tremor-Fiend,The Syndicate Lich,The Grand Archivist,amber dusk,glass shard soundwave,festival magenta sun,8,12,5,11,110038
870,0870_protocol_weaver_structural_rewrite_combat_magic_upgrade_0870.zip,Protocol Weaver Structural Rewrite Combat Magic Upgrade 0870,Protocol Weaver,Evolutionary Coder,Reality Tearing,Structural Rewrite,The Scrap-Stalker,The Apex Chimera,Tidespeaker Nami,acid rain,root snare,cold blue sunrise,8,12,5,11,109347
871,0871_apex_mutator_dna_siphon_combat_magic_upgrade_0871.zip,Apex Mutator DNA Siphon Combat Magic Upgrade 0871,Apex Mutator,Primal Catalyst,Venomous Adaptation,DNA Siphon,The Grid-Rushers,The Astral Sovereign,Beastmaster Thorne,snow squall,starfield dust,golden sanctuary sun,8,12,5,11,126001
872,0872_resonant_flow_arts_evasion_combat_magic_upgrade_0872.zip,Resonant Flow-Arts Evasion Combat Magic Upgrade 0872,Resonant,Sub-Bass Architect,Accelerando,Flow-Arts Evasion,The Siphon-Ticks,The Null Anomaly,Director Vance,zero-g starstorm,glass shard soundwave,ash-orange glare,8,12,5,11,108336
873,0873_packmaster_launching_bite_combat_magic_upgrade_0873.zip,Packmaster Launching Bite Combat Magic Upgrade 0873,Packmaster,Alpha-Handler,Pack Mentality,Launching Bite,The Venom-Spitter,The Ivory Behemoth,The Grand Archivist,fog bank,root snare,eclipse violet rim,8,12,5,11,83980
874,0874_orbital_striker_tractor_grapple_combat_magic_upgrade_0874.zip,Orbital Striker Tractor Grapple Combat Magic Upgrade 0874,Orbital Striker,Thruster-Junkie,Exhaust Burn,Tractor Grapple,Nexus Warden,The Ascendant Colossus,Tidespeaker Nami,tidal surge,starfield dust,storm green cast,8,12,5,11,86518
875,0875_scrap_tek_junkyard_titan_combat_magic_upgrade_0875.zip,Scrap-Tek Junkyard Titan Combat Magic Upgrade 0875,Scrap-Tek,Field-Mechanic,Hunter-Killer Drones,Junkyard Titan,The Void Anomaly,The Resonant Behemoth,Beastmaster Thorne,clear dawn,glass shard soundwave,molten red noon,8,12,5,11,95304
876,0876_kinetic_juggernaut_the_haymaker_combat_magic_upgrade_0876.zip,Kinetic Juggernaut The Haymaker Combat Magic Upgrade 0876,Kinetic Juggernaut,Seismic Brawler,Heavy Grapple,The Haymaker,The Scrap-Phalanx,The Data-Forged Evolvarch,Director Vance,amber dusk,root snare,deep-water cyan bloom,8,12,5,11,125983
877,0877_phantom_shift_chrono_collapse_combat_magic_upgrade_0877.zip,Phantom-Shift Chrono-Collapse Combat Magic Upgrade 0877,Phantom-Shift,Neural-Linker,Synaptic Overload,Chrono-Collapse,The Iron-Jaw Hound,The Resonance Maestro,The Grand Archivist,acid rain,starfield dust,archive white-gold,8,12,5,11,87560
878,0878_sylvan_warden_bramble_slam_combat_magic_upgrade_0878.zip,Sylvan Warden Bramble-Slam Combat Magic Upgrade 0878,Sylvan Warden,Apex Flora,Canopy Assault,Bramble-Slam,The Nexus Swarmers,The Syndicate Lich,Tidespeaker Nami,snow squall,glass shard soundwave,void blacklight sun,8,12,5,11,127769
879,0879_flux_caster_the_maelstrom_combat_magic_upgrade_0879.zip,Flux-Caster The Maelstrom Combat Magic Upgrade 0879,Flux-Caster,Geo-Mage,Blizzard,The Maelstrom,The Sylvan Juggernaut,The Apex Chimera,Beastmaster Thorne,zero-g starstorm,root snare,festival magenta sun,8,12,5,11,109193
880,0880_protocol_weaver_final_revision_combat_magic_upgrade_0880.zip,Protocol Weaver Final Revision Combat Magic Upgrade 0880,Protocol Weaver,EPI-Savant,Lethal Formatting,Final Revision,The Gnarl-Maws,The Astral Sovereign,Director Vance,fog bank,starfield dust,cold blue sunrise,8,12,5,11,109387
881,0881_apex_mutator_apex_ascendancy_combat_magic_upgrade_0881.zip,Apex Mutator Apex Ascendancy Combat Magic Upgrade 0881,Apex Mutator,Biomech Beast,Corrupted File,Apex Ascendancy,The Aegis Carapace,The Null Anomaly,The Grand Archivist,tidal surge,glass shard soundwave,golden sanctuary sun,8,12,5,11,127081
882,0882_resonant_the_master_mixer_combat_magic_upgrade_0882.zip,Resonant The Master Mixer Combat Magic Upgrade 0882,Resonant,Tempo-Weaver,Psychoacoustic Illusion,The Master Mixer,The Tremor-Fiend,The Ivory Behemoth,Tidespeaker Nami,clear dawn,root snare,ash-orange glare,8,12,5,11,108257
883,0883_packmaster_the_latch_combat_magic_upgrade_0883.zip,Packmaster The Latch Combat Magic Upgrade 0883,Packmaster,Feral Vanguard,The Stampede,The Latch,The Scrap-Stalker,The Ascendant Colossus,Beastmaster Thorne,amber dusk,starfield dust,eclipse violet rim,8,12,5,11,83445
884,0884_orbital_striker_thruster_parry_combat_magic_upgrade_0884.zip,Orbital Striker Thruster Parry Combat Magic Upgrade 0884,Orbital Striker,Grav-Architect,Satellite Painting,Thruster Parry,The Grid-Rushers,The Resonant Behemoth,Director Vance,acid rain,glass shard soundwave,storm green cast,8,12,5,11,86481
885,0885_scrap_tek_emp_grid_combat_magic_upgrade_0885.zip,Scrap-Tek EMP Grid Combat Magic Upgrade 0885,Scrap-Tek,Shock-Jockey,Hydraulic Leap,EMP Grid,The Siphon-Ticks,The Data-Forged Evolvarch,The Grand Archivist,snow squall,root snare,molten red noon,8,12,5,11,95373
886,0886_kinetic_juggernaut_perfect_deflection_combat_magic_upgrade_0886.zip,Kinetic Juggernaut Perfect Deflection Combat Magic Upgrade 0886,Kinetic Juggernaut,Inertia Bastion,Reactive Armor,Perfect Deflection,The Venom-Spitter,The Resonance Maestro,Tidespeaker Nami,zero-g starstorm,starfield dust,deep-water cyan bloom,8,12,5,11,126576
887,0887_phantom_shift_vaulting_stutter_combat_magic_upgrade_0887.zip,Phantom-Shift Vaulting Stutter Combat Magic Upgrade 0887,Phantom-Shift,Glass-Cannon,Momentum Drift,Vaulting Stutter,Nexus Warden,The Syndicate Lich,Beastmaster Thorne,fog bank,glass shard soundwave,archive white-gold,8,12,5,11,86427
888,0888_sylvan_warden_vine_whip_combat_magic_upgrade_0888.zip,Sylvan Warden Vine-Whip Combat Magic Upgrade 0888,Sylvan Warden,Root-Binder,Thorns & Tethers,Vine-Whip,The Void Anomaly,The Apex Chimera,Director Vance,tidal surge,root snare,void blacklight sun,8,12,5,11,127208
889,0889_flux_caster_ley_line_pull_combat_magic_upgrade_0889.zip,Flux-Caster Ley-Line Pull Combat Magic Upgrade 0889,Flux-Caster,Elemental Weaver,Thermal Shock,Ley-Line Pull,The Scrap-Phalanx,The Astral Sovereign,The Grand Archivist,clear dawn,starfield dust,festival magenta sun,8,12,5,11,108992
890,0890_protocol_weaver_frame_trap_combat_magic_upgrade_0890.zip,Protocol Weaver Frame-Trap Combat Magic Upgrade 0890,Protocol Weaver,Anomaly,Structural Revision,Frame-Trap,The Iron-Jaw Hound,The Null Anomaly,Tidespeaker Nami,amber dusk,glass shard soundwave,cold blue sunrise,8,12,5,11,109624
891,0891_apex_mutator_omega_cleave_combat_magic_upgrade_0891.zip,Apex Mutator Omega Cleave Combat Magic Upgrade 0891,Apex Mutator,Chimera Strand,Scrap-Armor,Omega Cleave,The Nexus Swarmers,The Ivory Behemoth,Beastmaster Thorne,acid rain,root snare,golden sanctuary sun,8,12,5,11,126899
892,0892_resonant_frame_trap_combat_magic_upgrade_0892.zip,Resonant Frame-Trap Combat Magic Upgrade 0892,Resonant,Sonic Vanguard,Kinetic Amplification,Frame-Trap,The Sylvan Juggernaut,The Ascendant Colossus,Director Vance,snow squall,starfield dust,ash-orange glare,8,12,5,11,108297
893,0893_packmaster_dual_latch_combat_magic_upgrade_0893.zip,Packmaster Dual-Latch Combat Magic Upgrade 0893,Packmaster,Outward Hunter,Coordinated Assault,Dual-Latch,The Gnarl-Maws,The Resonant Behemoth,The Grand Archivist,zero-g starstorm,glass shard soundwave,eclipse violet rim,8,12,5,11,82906
894,0894_orbital_striker_stratosphere_slam_combat_magic_upgrade_0894.zip,Orbital Striker Stratosphere Slam Combat Magic Upgrade 0894,Orbital Striker,Orbital Bombardment,Frictionless Dash,Stratosphere Slam,The Aegis Carapace,The Data-Forged Evolvarch,Tidespeaker Nami,fog bank,root snare,storm green cast,8,12,5,11,87268
895,0895_scrap_tek_wrecking_ball_combat_magic_upgrade_0895.zip,Scrap-Tek Wrecking Ball Combat Magic Upgrade 0895,Scrap-Tek,Exo-Brawler,Sentry Defense,Wrecking Ball,The Tremor-Fiend,The Resonance Maestro,Beastmaster Thorne,tidal surge,starfield dust,molten red noon,8,12,5,11,95612
896,0896_kinetic_juggernaut_the_asteroid_combat_magic_upgrade_0896.zip,Kinetic Juggernaut The Asteroid Combat Magic Upgrade 0896,Kinetic Juggernaut,Counter-Weight,The Stampede,The Asteroid,The Scrap-Stalker,The Syndicate Lich,Director Vance,clear dawn,glass shard soundwave,deep-water cyan bloom,8,12,5,11,126058
897,0897_phantom_shift_stutter_step_combat_magic_upgrade_0897.zip,Phantom-Shift Stutter-Step Combat Magic Upgrade 0897,Phantom-Shift,Void-Walker,Time-Loop,Stutter-Step,The Grid-Rushers,The Apex Chimera,The Grand Archivist,amber dusk,root snare,archive white-gold,8,12,5,11,87131
898,0898_sylvan_warden_master_gardener_combat_magic_upgrade_0898.zip,Sylvan Warden Master Gardener Combat Magic Upgrade 0898,Sylvan Warden,Iron-Bark,Tectonic Roots,Master Gardener,The Siphon-Ticks,The Astral Sovereign,Tidespeaker Nami,acid rain,starfield dust,void blacklight sun,8,12,5,11,126948
899,0899_flux_caster_flux_parry_combat_magic_upgrade_0899.zip,Flux-Caster Flux-Parry Combat Magic Upgrade 0899,Flux-Caster,Aether-Blade,Elemental Ward,Flux-Parry,The Venom-Spitter,The Null Anomaly,Beastmaster Thorne,snow squall,glass shard soundwave,festival magenta sun,8,12,5,11,110186
900,0900_protocol_weaver_the_red_pen_combat_magic_upgrade_0900.zip,Protocol Weaver The Red Pen Combat Magic Upgrade 0900,Protocol Weaver,Front-Matter Architect,Foundation Warding,The Red Pen,Nexus Warden,The Ivory Behemoth,Director Vance,zero-g starstorm,root snare,cold blue sunrise,8,12,5,11,109346
901,0901_apex_mutator_beta_trigger_combat_magic_upgrade_0901.zip,Apex Mutator Beta Trigger Combat Magic Upgrade 0901,Apex Mutator,Data-Code Deviant,Recursive Evolution,Beta Trigger,The Void Anomaly,The Ascendant Colossus,The Grand Archivist,fog bank,starfield dust,golden sanctuary sun,8,12,5,11,127113
902,0902_resonant_tremor_vault_combat_magic_upgrade_0902.zip,Resonant Tremor Vault Combat Magic Upgrade 0902,Resonant,Wakaan Mystic,Acoustic Shielding,Tremor Vault,The Scrap-Phalanx,The Resonant Behemoth,Tidespeaker Nami,tidal surge,glass shard soundwave,ash-orange glare,8,12,5,11,108896
903,0903_packmaster_meat_shield_combat_magic_upgrade_0903.zip,Packmaster Meat-Shield Combat Magic Upgrade 0903,Packmaster,Hound-Rider,Territorial Divide,Meat-Shield,The Iron-Jaw Hound,The Data-Forged Evolvarch,Beastmaster Thorne,clear dawn,root snare,eclipse violet rim,8,12,5,11,84399
904,0904_orbital_striker_hover_dash_combat_magic_upgrade_0904.zip,Orbital Striker Hover-Dash Combat Magic Upgrade 0904,Orbital Striker,Zero-G Brawler,Repulsion Matrix,Hover-Dash,The Nexus Swarmers,The Resonance Maestro,Director Vance,amber dusk,starfield dust,storm green cast,8,12,5,11,86103
905,0905_scrap_tek_junkyard_turret_combat_magic_upgrade_0905.zip,Scrap-Tek Junkyard Turret Combat Magic Upgrade 0905,Scrap-Tek,Scavenger,Overcharge,Junkyard Turret,The Sylvan Juggernaut,The Syndicate Lich,The Grand Archivist,acid rain,glass shard soundwave,molten red noon,8,12,5,11,94777
906,0906_kinetic_juggernaut_ground_zero_combat_magic_upgrade_0906.zip,Kinetic Juggernaut Ground Zero Combat Magic Upgrade 0906,Kinetic Juggernaut,Momentum Engine,Aggro Manipulation,Ground Zero,The Gnarl-Maws,The Apex Chimera,Tidespeaker Nami,snow squall,root snare,deep-water cyan bloom,8,12,5,11,127362
907,0907_phantom_shift_singularity_event_combat_magic_upgrade_0907.zip,Phantom-Shift Singularity Event Combat Magic Upgrade 0907,Phantom-Shift,Chrono-Blade,Velocity Scaling,Singularity Event,The Aegis Carapace,The Astral Sovereign,Beastmaster Thorne,zero-g starstorm,starfield dust,archive white-gold,8,12,5,11,86882
908,0908_sylvan_warden_frame_trap_substitution_combat_magic_upgrade_0908.zip,Sylvan Warden Frame-Trap Substitution Combat Magic Upgrade 0908,Sylvan Warden,Verdant Weaver,Briar-Patch,Frame-Trap Substitution,The Tremor-Fiend,The Null Anomaly,Director Vance,fog bank,glass shard soundwave,void blacklight sun,8,12,5,11,126481
909,0909_flux_caster_avatar_of_flux_combat_magic_upgrade_0909.zip,Flux-Caster Avatar of Flux Combat Magic Upgrade 0909,Flux-Caster,Storm-Caller,Crystal Carapace,Avatar of Flux,The Scrap-Stalker,The Ivory Behemoth,The Grand Archivist,tidal surge,root snare,festival magenta sun,8,12,5,11,109718
910,0910_protocol_weaver_syntax_strike_combat_magic_upgrade_0910.zip,Protocol Weaver Syntax Strike Combat Magic Upgrade 0910,Protocol Weaver,Evolutionary Coder,Digital Ascension,Syntax Strike,The Grid-Rushers,The Ascendant Colossus,Tidespeaker Nami,clear dawn,starfield dust,cold blue sunrise,8,12,5,11,109341
911,0911_apex_mutator_alpha_trigger_combat_magic_upgrade_0911.zip,Apex Mutator Alpha Trigger Combat Magic Upgrade 0911,Apex Mutator,Primal Catalyst,Apex Predator,Alpha Trigger,The Siphon-Ticks,The Resonant Behemoth,Beastmaster Thorne,amber dusk,glass shard soundwave,golden sanctuary sun,8,12,5,11,126231
912,0912_resonant_sub_woofer_slam_combat_magic_upgrade_0912.zip,Resonant Sub-Woofer Slam Combat Magic Upgrade 0912,Resonant,Sub-Bass Architect,Low-Frequency Disruption,Sub-Woofer Slam,The Venom-Spitter,The Data-Forged Evolvarch,Director Vance,acid rain,root snare,ash-orange glare,8,12,5,11,109569
913,0913_packmaster_heel_heel_strike_combat_magic_upgrade_0913.zip,Packmaster Heel & Heel-Strike Combat Magic Upgrade 0913,Packmaster,Alpha-Handler,Heavy-Chewer Lockdown,Heel & Heel-Strike,Nexus Warden,The Resonance Maestro,The Grand Archivist,snow squall,starfield dust,eclipse violet rim,8,12,5,11,84330
914,0914_orbital_striker_anti_grav_uppercut_combat_magic_upgrade_0914.zip,Orbital Striker Anti-Grav Uppercut Combat Magic Upgrade 0914,Orbital Striker,Thruster-Junkie,Atmospheric Juggle,Anti-Grav Uppercut,The Void Anomaly,The Syndicate Lich,Tidespeaker Nami,zero-g starstorm,glass shard soundwave,storm green cast,8,12,5,11,86319
915,0915_scrap_tek_hydraulic_piston_combat_magic_upgrade_0915.zip,Scrap-Tek Hydraulic Piston Combat Magic Upgrade 0915,Scrap-Tek,Field-Mechanic,Shrapnel Storm,Hydraulic Piston,The Scrap-Phalanx,The Apex Chimera,Beastmaster Thorne,fog bank,root snare,molten red noon,8,12,5,11,95627
916,0916_kinetic_juggernaut_crater_drop_combat_magic_upgrade_0916.zip,Kinetic Juggernaut Crater Drop Combat Magic Upgrade 0916,Kinetic Juggernaut,Seismic Brawler,Release Valve,Crater Drop,The Iron-Jaw Hound,The Astral Sovereign,Director Vance,tidal surge,starfield dust,deep-water cyan bloom,8,12,5,11,126586
917,0917_phantom_shift_time_dilation_aura_combat_magic_upgrade_0917.zip,Phantom-Shift Time-Dilation Aura Combat Magic Upgrade 0917,Phantom-Shift,Neural-Linker,Shadow-Anchor,Time-Dilation Aura,The Nexus Swarmers,The Null Anomaly,The Grand Archivist,clear dawn,glass shard soundwave,archive white-gold,8,12,5,11,87043
918,0918_sylvan_warden_vine_pull_combat_magic_upgrade_0918.zip,Sylvan Warden Vine-Pull Combat Magic Upgrade 0918,Sylvan Warden,Apex Flora,Ablative Carapace,Vine-Pull,The Sylvan Juggernaut,The Ivory Behemoth,Tidespeaker Nami,amber dusk,root snare,void blacklight sun,8,12,5,11,127207
919,0919_flux_caster_frame_trap_decoy_combat_magic_upgrade_0919.zip,Flux-Caster Frame-Trap Decoy Combat Magic Upgrade 0919,Flux-Caster,Geo-Mage,Spell-Strike,Frame-Trap Decoy,The Gnarl-Maws,The Ascendant Colossus,Beastmaster Thorne,acid rain,starfield dust,festival magenta sun,8,12,5,11,109643
920,0920_protocol_weaver_system_override_combat_magic_upgrade_0920.zip,Protocol Weaver System Override Combat Magic Upgrade 0920,Protocol Weaver,EPI-Savant,Reality Tearing,System Override,The Aegis Carapace,The Resonant Behemoth,Director Vance,snow squall,glass shard soundwave,cold blue sunrise,8,12,5,11,110091
921,0921_apex_mutator_the_anomaly_virus_combat_magic_upgrade_0921.zip,Apex Mutator The Anomaly Virus Combat Magic Upgrade 0921,Apex Mutator,Biomech Beast,Feral Regeneration,The Anomaly Virus,The Tremor-Fiend,The Data-Forged Evolvarch,The Grand Archivist,zero-g starstorm,root snare,golden sanctuary sun,8,12,5,11,125918
922,0922_resonant_festival_headliner_combat_magic_upgrade_0922.zip,Resonant Festival Headliner Combat Magic Upgrade 0922,Resonant,Tempo-Weaver,Halftime Stasis,Festival Headliner,The Scrap-Stalker,The Resonance Maestro,Tidespeaker Nami,fog bank,starfield dust,ash-orange glare,8,12,5,11,108741
923,0923_packmaster_release_the_hound_combat_magic_upgrade_0923.zip,Packmaster Release the Hound Combat Magic Upgrade 0923,Packmaster,Feral Vanguard,Pack Mentality,Release the Hound,The Grid-Rushers,The Syndicate Lich,Beastmaster Thorne,tidal surge,glass shard soundwave,eclipse violet rim,8,12,5,11,83289
